container	id	weight	maxWeight	totalWeight	length	width	height	itemTransported
HC40Container	5506	4010	28490	5263.195	12.032	2.35	2.7	Bed
HC40Container	5507	4010	28490	27248.53	12.032	2.35	2.7	Flower pot
HC40Container	5508	4010	28490	8563.824	12.032	2.35	2.7	Lamp
Reefer20Container	5509	2905	27420	5024.296	5.535	2.284	2.224	Ice Cream
HardTop20Container	5510	2590	27780	13874.738	5.886	2.342	2.375	Painting
HardTop20Container	5511	2590	27780	27184.525	5.886	2.342	2.375	Painting
DV20Container	5512	2370	28230	25746.804	5.9	2.35	2.395	Cleaning agent
Reefer20Container	5513	2905	27420	7922.888	5.535	2.284	2.224	Steak
HardTop20Container	5514	2590	27780	3076.246	5.886	2.342	2.375	Laptop
Reefer20Container	5515	2905	27420	6752.803	5.535	2.284	2.224	Fries
HardTop20Container	5516	2590	27780	16298.125	5.886	2.342	2.375	Desk
DV20Container	5517	2370	28230	11492.436	5.9	2.35	2.395	Cleaning agent
HC40Container	5518	4010	28490	5612.158	12.032	2.35	2.7	Lamp
DV20Container	5519	2370	28230	4658.978	5.9	2.35	2.395	Cleaning agent
DV20Container	5520	2370	28230	8620.752	5.9	2.35	2.395	Shampoo
HardTop20Container	5521	2590	27780	23481.297	5.886	2.342	2.375	Painting
DV20Container	5522	2370	28230	11137.715	5.9	2.35	2.395	Shampoo
Tank20Container	5523	3385	32580	22927.366	6.058	2.438	2.591	Water
HardTop20Container	5524	2590	27780	8813.105	5.886	2.342	2.375	Laptop
HardTop20Container	5525	2590	27780	15924.342	5.886	2.342	2.375	Painting
HardTop20Container	5526	2590	27780	17876.548	5.886	2.342	2.375	Laptop
Reefer20Container	5527	2905	27420	26965.53	5.535	2.284	2.224	Steak
Reefer20Container	5528	2905	27420	14170.848	5.535	2.284	2.224	Pizza
Reefer20Container	5529	2905	27420	8348.927	5.535	2.284	2.224	Ice Cream
HC40Container	5530	4010	28490	7227.459	12.032	2.35	2.7	Bed
Tank20Container	5531	3385	32580	23412.145	6.058	2.438	2.591	Water
HardTop20Container	5532	2590	27780	5866.336	5.886	2.342	2.375	Bicycle
HC40Container	5533	4010	28490	20683.59	12.032	2.35	2.7	Jeans
Tank20Container	5534	3385	32580	6843.154	6.058	2.438	2.591	Milk
Reefer20Container	5535	2905	27420	19627.432	5.535	2.284	2.224	Ice Cream
HardTop20Container	5536	2590	27780	16797.731	5.886	2.342	2.375	Laptop
Tank20Container	5537	3385	32580	8022.07	6.058	2.438	2.591	Water
HardTop20Container	5538	2590	27780	7420.957	5.886	2.342	2.375	Painting
Reefer20Container	5539	2905	27420	3446.597	5.535	2.284	2.224	Ice Cream
HardTop20Container	5540	2590	27780	19936.02	5.886	2.342	2.375	Desk
HC40Container	5541	4010	28490	18249.289	12.032	2.35	2.7	Jeans
HC40Container	5542	4010	28490	10292.869	12.032	2.35	2.7	Bed
DV20Container	5543	2370	28230	24346.224	5.9	2.35	2.395	TV
HardTop20Container	5544	2590	27780	6646.179	5.886	2.342	2.375	Painting
Reefer20Container	5545	2905	27420	21488.717	5.535	2.284	2.224	Fries
DV20Container	5546	2370	28230	20214.021	5.9	2.35	2.395	Headphones
DV20Container	5547	2370	28230	13669.501	5.9	2.35	2.395	Headphones
Tank20Container	5548	3385	32580	11840.13	6.058	2.438	2.591	Milk
Tank20Container	5549	3385	32580	27809.622	6.058	2.438	2.591	Apple juice
Tank20Container	5550	3385	32580	22588.999	6.058	2.438	2.591	Water
HC40Container	5551	4010	28490	9544.118	12.032	2.35	2.7	Jeans
Tank20Container	5552	3385	32580	15516.632	6.058	2.438	2.591	Oil
HC40Container	5553	4010	28490	9641.029	12.032	2.35	2.7	Bed
Reefer20Container	5554	2905	27420	15162.213	5.535	2.284	2.224	Ice Cream
DV20Container	5555	2370	28230	6495.808	5.9	2.35	2.395	Cleaning agent
HardTop20Container	5556	2590	27780	16698.242	5.886	2.342	2.375	Desk
Reefer20Container	5557	2905	27420	8515.819	5.535	2.284	2.224	Pizza
HC40Container	5558	4010	28490	17428.915	12.032	2.35	2.7	Bed
HC40Container	5559	4010	28490	15560.957	12.032	2.35	2.7	Bed
Reefer20Container	5560	2905	27420	4885.927	5.535	2.284	2.224	Fries
DV20Container	5561	2370	28230	17092.381	5.9	2.35	2.395	Headphones
DV20Container	5562	2370	28230	13820.673	5.9	2.35	2.395	Cleaning agent
HardTop20Container	5563	2590	27780	16537.858	5.886	2.342	2.375	Bicycle
HardTop20Container	5564	2590	27780	22743.143	5.886	2.342	2.375	Bicycle
Reefer20Container	5565	2905	27420	10024.528	5.535	2.284	2.224	Ice Cream
HC40Container	5566	4010	28490	4122.736	12.032	2.35	2.7	Bed
DV20Container	5567	2370	28230	14223.973	5.9	2.35	2.395	TV
DV20Container	5568	2370	28230	17097.771	5.9	2.35	2.395	Headphones
Tank20Container	5569	3385	32580	12698.049	6.058	2.438	2.591	Water
Reefer20Container	5570	2905	27420	26918.449	5.535	2.284	2.224	Fries
Reefer20Container	5571	2905	27420	5694.679	5.535	2.284	2.224	Pizza
DV20Container	5572	2370	28230	15758.132	5.9	2.35	2.395	Cleaning agent
Tank20Container	5573	3385	32580	13712.929	6.058	2.438	2.591	Apple juice
Reefer20Container	5574	2905	27420	15789.987	5.535	2.284	2.224	Pizza
HardTop20Container	5575	2590	27780	10853.845	5.886	2.342	2.375	Laptop
HardTop20Container	5576	2590	27780	9888.832	5.886	2.342	2.375	Desk
HC40Container	5577	4010	28490	23242.942	12.032	2.35	2.7	Jeans
HC40Container	5578	4010	28490	7398.479	12.032	2.35	2.7	Flower pot
HC40Container	5579	4010	28490	9699.926	12.032	2.35	2.7	Flower pot
DV20Container	5580	2370	28230	13601.295	5.9	2.35	2.395	Headphones
HC40Container	5581	4010	28490	18394.105	12.032	2.35	2.7	Flower pot
DV20Container	5582	2370	28230	23656.362	5.9	2.35	2.395	Headphones
DV20Container	5583	2370	28230	25432.188	5.9	2.35	2.395	Shampoo
Reefer20Container	5584	2905	27420	20512.258	5.535	2.284	2.224	Fries
HardTop20Container	5585	2590	27780	11003.938	5.886	2.342	2.375	Laptop
DV20Container	5586	2370	28230	20767.342	5.9	2.35	2.395	Shampoo
DV20Container	5587	2370	28230	13533.049	5.9	2.35	2.395	TV
HC40Container	5588	4010	28490	17631.427	12.032	2.35	2.7	Bed
Reefer20Container	5589	2905	27420	21785.853	5.535	2.284	2.224	Ice Cream
HC40Container	5590	4010	28490	28382.077	12.032	2.35	2.7	Lamp
Tank20Container	5591	3385	32580	8623.779	6.058	2.438	2.591	Milk
HardTop20Container	5592	2590	27780	26107.862	5.886	2.342	2.375	Painting
DV20Container	5593	2370	28230	18923.21	5.9	2.35	2.395	Cleaning agent
DV20Container	5594	2370	28230	2520.106	5.9	2.35	2.395	TV
HardTop20Container	5595	2590	27780	27755.433	5.886	2.342	2.375	Painting
HardTop20Container	5596	2590	27780	6708.055	5.886	2.342	2.375	Laptop
HardTop20Container	5597	2590	27780	22857.021	5.886	2.342	2.375	Laptop
DV20Container	5598	2370	28230	15081.62	5.9	2.35	2.395	Cleaning agent
HardTop20Container	5599	2590	27780	7860.048	5.886	2.342	2.375	Desk
DV20Container	5600	2370	28230	17434.931	5.9	2.35	2.395	TV
DV20Container	5601	2370	28230	3195.929	5.9	2.35	2.395	Shampoo
DV20Container	5602	2370	28230	20095.73	5.9	2.35	2.395	Headphones
DV20Container	5603	2370	28230	8051.911	5.9	2.35	2.395	TV
Reefer20Container	5604	2905	27420	22709.758	5.535	2.284	2.224	Fries
Reefer20Container	5605	2905	27420	8529.14	5.535	2.284	2.224	Steak
Reefer20Container	5606	2905	27420	15775.295	5.535	2.284	2.224	Steak
HardTop20Container	5607	2590	27780	9973.918	5.886	2.342	2.375	Bicycle
DV20Container	5608	2370	28230	15323.66	5.9	2.35	2.395	Headphones
HardTop20Container	5609	2590	27780	10059.247	5.886	2.342	2.375	Bicycle
DV20Container	5610	2370	28230	14971.188	5.9	2.35	2.395	TV
HardTop20Container	5611	2590	27780	18878.692	5.886	2.342	2.375	Desk
HardTop20Container	5612	2590	27780	19608.057	5.886	2.342	2.375	Laptop
HardTop20Container	5613	2590	27780	8369.219	5.886	2.342	2.375	Painting
HardTop20Container	5614	2590	27780	24045.863	5.886	2.342	2.375	Bicycle
Tank20Container	5615	3385	32580	16358.101	6.058	2.438	2.591	Oil
HardTop20Container	5616	2590	27780	14256.243	5.886	2.342	2.375	Painting
Reefer20Container	5617	2905	27420	17176.333	5.535	2.284	2.224	Steak
HardTop20Container	5618	2590	27780	23949.314	5.886	2.342	2.375	Painting
Tank20Container	5619	3385	32580	6283.932	6.058	2.438	2.591	Milk
HC40Container	5620	4010	28490	26162.898	12.032	2.35	2.7	Lamp
HC40Container	5621	4010	28490	26023.249	12.032	2.35	2.7	Flower pot
DV20Container	5622	2370	28230	4118.949	5.9	2.35	2.395	Headphones
Tank20Container	5623	3385	32580	23913.883	6.058	2.438	2.591	Milk
HardTop20Container	5624	2590	27780	22292.505	5.886	2.342	2.375	Bicycle
DV20Container	5625	2370	28230	9479.248	5.9	2.35	2.395	Cleaning agent
DV20Container	5626	2370	28230	21136.671	5.9	2.35	2.395	Cleaning agent
DV20Container	5627	2370	28230	10990.177	5.9	2.35	2.395	Cleaning agent
Reefer20Container	5628	2905	27420	20332.07	5.535	2.284	2.224	Steak
Tank20Container	5629	3385	32580	25710.815	6.058	2.438	2.591	Oil
HC40Container	5630	4010	28490	24526.398	12.032	2.35	2.7	Bed
HC40Container	5631	4010	28490	14970.724	12.032	2.35	2.7	Jeans
DV20Container	5632	2370	28230	21318.106	5.9	2.35	2.395	Shampoo
DV20Container	5633	2370	28230	27667.389	5.9	2.35	2.395	Headphones
DV20Container	5634	2370	28230	6331.226	5.9	2.35	2.395	Cleaning agent
HC40Container	5635	4010	28490	18009.013	12.032	2.35	2.7	Jeans
Reefer20Container	5636	2905	27420	13024.93	5.535	2.284	2.224	Pizza
DV20Container	5637	2370	28230	23459.926	5.9	2.35	2.395	Cleaning agent
Tank20Container	5638	3385	32580	24403.284	6.058	2.438	2.591	Apple juice
Reefer20Container	5639	2905	27420	3062.412	5.535	2.284	2.224	Pizza
DV20Container	5640	2370	28230	2900.995	5.9	2.35	2.395	Headphones
Reefer20Container	5641	2905	27420	26794.41	5.535	2.284	2.224	Pizza
Reefer20Container	5642	2905	27420	10392.144	5.535	2.284	2.224	Ice Cream
Reefer20Container	5643	2905	27420	11240.261	5.535	2.284	2.224	Ice Cream
Reefer20Container	5644	2905	27420	20394.444	5.535	2.284	2.224	Fries
Reefer20Container	5645	2905	27420	16461.365	5.535	2.284	2.224	Fries
HardTop20Container	5646	2590	27780	14804.475	5.886	2.342	2.375	Painting
HC40Container	5647	4010	28490	7377.863	12.032	2.35	2.7	Flower pot
HardTop20Container	5648	2590	27780	21989.72	5.886	2.342	2.375	Bicycle
DV20Container	5649	2370	28230	22989.276	5.9	2.35	2.395	Cleaning agent
HC40Container	5650	4010	28490	6923.115	12.032	2.35	2.7	Jeans
Tank20Container	5651	3385	32580	11978.718	6.058	2.438	2.591	Apple juice
Tank20Container	5652	3385	32580	27505.237	6.058	2.438	2.591	Water
Reefer20Container	5653	2905	27420	22682.73	5.535	2.284	2.224	Pizza
DV20Container	5654	2370	28230	5097.758	5.9	2.35	2.395	Headphones
Tank20Container	5655	3385	32580	9039.844	6.058	2.438	2.591	Oil
Tank20Container	5656	3385	32580	25397.63	6.058	2.438	2.591	Apple juice
Tank20Container	5657	3385	32580	26571.468	6.058	2.438	2.591	Water
HardTop20Container	5658	2590	27780	21411.338	5.886	2.342	2.375	Laptop
DV20Container	5659	2370	28230	27926.689	5.9	2.35	2.395	Headphones
HC40Container	5660	4010	28490	11334.215	12.032	2.35	2.7	Lamp
DV20Container	5661	2370	28230	10773.395	5.9	2.35	2.395	Shampoo
HC40Container	5662	4010	28490	23913.859	12.032	2.35	2.7	Bed
HardTop20Container	5663	2590	27780	3496.273	5.886	2.342	2.375	Bicycle
HardTop20Container	5664	2590	27780	23636.318	5.886	2.342	2.375	Painting
HardTop20Container	5665	2590	27780	22919.161	5.886	2.342	2.375	Laptop
DV20Container	5666	2370	28230	12352.335	5.9	2.35	2.395	Headphones
Tank20Container	5667	3385	32580	25714.571	6.058	2.438	2.591	Water
Reefer20Container	5668	2905	27420	18425.022	5.535	2.284	2.224	Steak
Reefer20Container	5669	2905	27420	12485.85	5.535	2.284	2.224	Steak
Tank20Container	5670	3385	32580	29325.161	6.058	2.438	2.591	Milk
DV20Container	5671	2370	28230	2781.993	5.9	2.35	2.395	Cleaning agent
Reefer20Container	5672	2905	27420	23710.322	5.535	2.284	2.224	Ice Cream
DV20Container	5673	2370	28230	11449.459	5.9	2.35	2.395	Shampoo
Reefer20Container	5674	2905	27420	9204.968	5.535	2.284	2.224	Ice Cream
HardTop20Container	5675	2590	27780	8099.179	5.886	2.342	2.375	Laptop
DV20Container	5676	2370	28230	3417.609	5.9	2.35	2.395	Headphones
Reefer20Container	5677	2905	27420	26693.625	5.535	2.284	2.224	Fries
DV20Container	5678	2370	28230	4837.954	5.9	2.35	2.395	TV
Tank20Container	5679	3385	32580	20618.108	6.058	2.438	2.591	Apple juice
HC40Container	5680	4010	28490	13482.108	12.032	2.35	2.7	Flower pot
HC40Container	5681	4010	28490	26531.7	12.032	2.35	2.7	Flower pot
DV20Container	5682	2370	28230	22565.162	5.9	2.35	2.395	Headphones
DV20Container	5683	2370	28230	26114.093	5.9	2.35	2.395	TV
HC40Container	5684	4010	28490	27144.263	12.032	2.35	2.7	Jeans
HC40Container	5685	4010	28490	7554.816	12.032	2.35	2.7	Bed
Tank20Container	5686	3385	32580	30134.36	6.058	2.438	2.591	Milk
DV20Container	5687	2370	28230	12342.951	5.9	2.35	2.395	TV
Reefer20Container	5688	2905	27420	8393.359	5.535	2.284	2.224	Ice Cream
HC40Container	5689	4010	28490	11263.057	12.032	2.35	2.7	Lamp
Tank20Container	5690	3385	32580	10063.829	6.058	2.438	2.591	Apple juice
Tank20Container	5691	3385	32580	12993.8	6.058	2.438	2.591	Oil
DV20Container	5692	2370	28230	4099.939	5.9	2.35	2.395	Shampoo
HardTop20Container	5693	2590	27780	23534.158	5.886	2.342	2.375	Laptop
Reefer20Container	5694	2905	27420	2931.731	5.535	2.284	2.224	Steak
HC40Container	5695	4010	28490	23091.968	12.032	2.35	2.7	Lamp
Reefer20Container	5696	2905	27420	11206.145	5.535	2.284	2.224	Steak
HC40Container	5697	4010	28490	28399.888	12.032	2.35	2.7	Bed
HC40Container	5698	4010	28490	13404.511	12.032	2.35	2.7	Lamp
Tank20Container	5699	3385	32580	7236.906	6.058	2.438	2.591	Oil
HC40Container	5700	4010	28490	8748.168	12.032	2.35	2.7	Flower pot
HardTop20Container	5701	2590	27780	3781.646	5.886	2.342	2.375	Desk
Reefer20Container	5702	2905	27420	14919.759	5.535	2.284	2.224	Pizza
HC40Container	5703	4010	28490	11683.909	12.032	2.35	2.7	Bed
Tank20Container	5704	3385	32580	25814.276	6.058	2.438	2.591	Apple juice
HardTop20Container	5705	2590	27780	8344.961	5.886	2.342	2.375	Painting
HardTop20Container	5706	2590	27780	2615.436	5.886	2.342	2.375	Bicycle
HardTop20Container	5707	2590	27780	11987.367	5.886	2.342	2.375	Bicycle
HardTop20Container	5708	2590	27780	27335.196	5.886	2.342	2.375	Painting
HC40Container	5709	4010	28490	9372.402	12.032	2.35	2.7	Jeans
HardTop20Container	5710	2590	27780	5577.653	5.886	2.342	2.375	Painting
HardTop20Container	5711	2590	27780	15335.374	5.886	2.342	2.375	Desk
DV20Container	5712	2370	28230	22031.659	5.9	2.35	2.395	Shampoo
HC40Container	5713	4010	28490	28327.162	12.032	2.35	2.7	Flower pot
DV20Container	5714	2370	28230	4924.806	5.9	2.35	2.395	TV
DV20Container	5715	2370	28230	6053.685	5.9	2.35	2.395	Shampoo
HC40Container	5716	4010	28490	13635.775	12.032	2.35	2.7	Flower pot
Reefer20Container	5717	2905	27420	10096.63	5.535	2.284	2.224	Steak
DV20Container	5718	2370	28230	9249.187	5.9	2.35	2.395	Shampoo
HC40Container	5719	4010	28490	25548.823	12.032	2.35	2.7	Lamp
Reefer20Container	5720	2905	27420	26134.977	5.535	2.284	2.224	Pizza
Tank20Container	5721	3385	32580	9377.048	6.058	2.438	2.591	Oil
HC40Container	5722	4010	28490	13001.351	12.032	2.35	2.7	Bed
Tank20Container	5723	3385	32580	24357.953	6.058	2.438	2.591	Apple juice
Tank20Container	5724	3385	32580	20872.421	6.058	2.438	2.591	Milk
Reefer20Container	5725	2905	27420	18876.199	5.535	2.284	2.224	Fries
DV20Container	5726	2370	28230	11632.138	5.9	2.35	2.395	Cleaning agent
HC40Container	5727	4010	28490	10672.552	12.032	2.35	2.7	Bed
Reefer20Container	5728	2905	27420	15610.022	5.535	2.284	2.224	Pizza
HardTop20Container	5729	2590	27780	26857.008	5.886	2.342	2.375	Laptop
Reefer20Container	5730	2905	27420	8535.397	5.535	2.284	2.224	Pizza
Tank20Container	5731	3385	32580	14216.187	6.058	2.438	2.591	Water
HC40Container	5732	4010	28490	15538.448	12.032	2.35	2.7	Jeans
HardTop20Container	5733	2590	27780	4657.44	5.886	2.342	2.375	Painting
HardTop20Container	5734	2590	27780	9728.964	5.886	2.342	2.375	Laptop
HC40Container	5735	4010	28490	22172.186	12.032	2.35	2.7	Bed
HardTop20Container	5736	2590	27780	17800.103	5.886	2.342	2.375	Laptop
HardTop20Container	5737	2590	27780	11458.092	5.886	2.342	2.375	Bicycle
HC40Container	5738	4010	28490	12350.864	12.032	2.35	2.7	Jeans
DV20Container	5739	2370	28230	9250.173	5.9	2.35	2.395	Headphones
Reefer20Container	5740	2905	27420	27106.072	5.535	2.284	2.224	Steak
Tank20Container	5741	3385	32580	12609.047	6.058	2.438	2.591	Oil
DV20Container	5742	2370	28230	21315.207	5.9	2.35	2.395	Shampoo
DV20Container	5743	2370	28230	18987.201	5.9	2.35	2.395	Headphones
DV20Container	5744	2370	28230	11613.768	5.9	2.35	2.395	Cleaning agent
HardTop20Container	5745	2590	27780	12634.763	5.886	2.342	2.375	Desk
HardTop20Container	5746	2590	27780	16652.048	5.886	2.342	2.375	Painting
Reefer20Container	5747	2905	27420	6831.861	5.535	2.284	2.224	Steak
HC40Container	5748	4010	28490	7971.472	12.032	2.35	2.7	Bed
DV20Container	5749	2370	28230	25047.834	5.9	2.35	2.395	TV
Reefer20Container	5750	2905	27420	18182.496	5.535	2.284	2.224	Steak
HC40Container	5751	4010	28490	20546.753	12.032	2.35	2.7	Bed
Reefer20Container	5752	2905	27420	13829.54	5.535	2.284	2.224	Pizza
HC40Container	5753	4010	28490	5691.484	12.032	2.35	2.7	Bed
Tank20Container	5754	3385	32580	23011.696	6.058	2.438	2.591	Water
Reefer20Container	5755	2905	27420	23231.283	5.535	2.284	2.224	Steak
Reefer20Container	5756	2905	27420	11290.082	5.535	2.284	2.224	Steak
HardTop20Container	5757	2590	27780	8953.815	5.886	2.342	2.375	Bicycle
DV20Container	5758	2370	28230	2818.917	5.9	2.35	2.395	Cleaning agent
Tank20Container	5759	3385	32580	32314.244	6.058	2.438	2.591	Milk
Tank20Container	5760	3385	32580	30402.272	6.058	2.438	2.591	Water
Reefer20Container	5761	2905	27420	13323.977	5.535	2.284	2.224	Steak
Reefer20Container	5762	2905	27420	13381.272	5.535	2.284	2.224	Ice Cream
HardTop20Container	5763	2590	27780	13180.962	5.886	2.342	2.375	Desk
Tank20Container	5764	3385	32580	31743.307	6.058	2.438	2.591	Oil
HardTop20Container	5765	2590	27780	18680.627	5.886	2.342	2.375	Desk
HardTop20Container	5766	2590	27780	7494.551	5.886	2.342	2.375	Desk
Tank20Container	5767	3385	32580	22431.735	6.058	2.438	2.591	Milk
DV20Container	5768	2370	28230	21255.817	5.9	2.35	2.395	TV
DV20Container	5769	2370	28230	10996.53	5.9	2.35	2.395	TV
Reefer20Container	5770	2905	27420	18177.792	5.535	2.284	2.224	Steak
Reefer20Container	5771	2905	27420	7116.823	5.535	2.284	2.224	Steak
Reefer20Container	5772	2905	27420	6979.3	5.535	2.284	2.224	Steak
HardTop20Container	5773	2590	27780	21772.781	5.886	2.342	2.375	Bicycle
HardTop20Container	5774	2590	27780	22472.313	5.886	2.342	2.375	Painting
HC40Container	5775	4010	28490	4797.918	12.032	2.35	2.7	Lamp
DV20Container	5776	2370	28230	8504.513	5.9	2.35	2.395	TV
HC40Container	5777	4010	28490	12361.241	12.032	2.35	2.7	Bed
Tank20Container	5778	3385	32580	12947.042	6.058	2.438	2.591	Oil
HardTop20Container	5779	2590	27780	7293.336	5.886	2.342	2.375	Bicycle
Tank20Container	5780	3385	32580	23935.066	6.058	2.438	2.591	Water
Reefer20Container	5781	2905	27420	15928.553	5.535	2.284	2.224	Steak
HC40Container	5782	4010	28490	7718.202	12.032	2.35	2.7	Flower pot
Tank20Container	5783	3385	32580	31193.597	6.058	2.438	2.591	Oil
Tank20Container	5784	3385	32580	21985.181	6.058	2.438	2.591	Water
DV20Container	5785	2370	28230	18032.539	5.9	2.35	2.395	TV
Tank20Container	5786	3385	32580	17698.637	6.058	2.438	2.591	Apple juice
HardTop20Container	5787	2590	27780	7845.752	5.886	2.342	2.375	Bicycle
Reefer20Container	5788	2905	27420	9505.492	5.535	2.284	2.224	Steak
Reefer20Container	5789	2905	27420	15942.012	5.535	2.284	2.224	Pizza
Reefer20Container	5790	2905	27420	11349.842	5.535	2.284	2.224	Fries
DV20Container	5791	2370	28230	18929.662	5.9	2.35	2.395	Shampoo
DV20Container	5792	2370	28230	4493.875	5.9	2.35	2.395	Headphones
DV20Container	5793	2370	28230	2578.259	5.9	2.35	2.395	Cleaning agent
HardTop20Container	5794	2590	27780	14873.631	5.886	2.342	2.375	Bicycle
HardTop20Container	5795	2590	27780	17332.747	5.886	2.342	2.375	Painting
HC40Container	5796	4010	28490	5425.676	12.032	2.35	2.7	Bed
HardTop20Container	5797	2590	27780	17684.894	5.886	2.342	2.375	Painting
DV20Container	5798	2370	28230	13644.176	5.9	2.35	2.395	Shampoo
Reefer20Container	5799	2905	27420	22800.102	5.535	2.284	2.224	Pizza
DV20Container	5800	2370	28230	23883.191	5.9	2.35	2.395	TV
Reefer20Container	5801	2905	27420	23102.891	5.535	2.284	2.224	Ice Cream
DV20Container	5802	2370	28230	12397.855	5.9	2.35	2.395	Shampoo
Tank20Container	5803	3385	32580	28610.525	6.058	2.438	2.591	Oil
HC40Container	5804	4010	28490	6050.659	12.032	2.35	2.7	Bed
Tank20Container	5805	3385	32580	32402.301	6.058	2.438	2.591	Water
HardTop20Container	5806	2590	27780	27649.829	5.886	2.342	2.375	Laptop
HardTop20Container	5807	2590	27780	13943.583	5.886	2.342	2.375	Laptop
HC40Container	5808	4010	28490	25342.769	12.032	2.35	2.7	Flower pot
HardTop20Container	5809	2590	27780	17308.089	5.886	2.342	2.375	Painting
Reefer20Container	5810	2905	27420	26668.963	5.535	2.284	2.224	Steak
DV20Container	5811	2370	28230	20747.801	5.9	2.35	2.395	Headphones
Reefer20Container	5812	2905	27420	22195.35	5.535	2.284	2.224	Pizza
DV20Container	5813	2370	28230	26152.923	5.9	2.35	2.395	Headphones
HardTop20Container	5814	2590	27780	26599.941	5.886	2.342	2.375	Painting
HardTop20Container	5815	2590	27780	5198.458	5.886	2.342	2.375	Bicycle
HC40Container	5816	4010	28490	21720.037	12.032	2.35	2.7	Bed
HC40Container	5817	4010	28490	4120.033	12.032	2.35	2.7	Lamp
HC40Container	5818	4010	28490	23091.144	12.032	2.35	2.7	Lamp
Reefer20Container	5819	2905	27420	5153.709	5.535	2.284	2.224	Fries
HardTop20Container	5820	2590	27780	22627.24	5.886	2.342	2.375	Laptop
Tank20Container	5821	3385	32580	14898.072	6.058	2.438	2.591	Apple juice
HC40Container	5822	4010	28490	9976.07	12.032	2.35	2.7	Lamp
HC40Container	5823	4010	28490	22313.512	12.032	2.35	2.7	Lamp
DV20Container	5824	2370	28230	13433.978	5.9	2.35	2.395	TV
DV20Container	5825	2370	28230	5204.318	5.9	2.35	2.395	Cleaning agent
DV20Container	5826	2370	28230	22168.768	5.9	2.35	2.395	Shampoo
Tank20Container	5827	3385	32580	30038.78	6.058	2.438	2.591	Water
HardTop20Container	5828	2590	27780	25964.546	5.886	2.342	2.375	Painting
DV20Container	5829	2370	28230	21121.802	5.9	2.35	2.395	TV
HardTop20Container	5830	2590	27780	24582.352	5.886	2.342	2.375	Laptop
Tank20Container	5831	3385	32580	19697.342	6.058	2.438	2.591	Water
Tank20Container	5832	3385	32580	29975.212	6.058	2.438	2.591	Oil
Reefer20Container	5833	2905	27420	25845.181	5.535	2.284	2.224	Pizza
Tank20Container	5834	3385	32580	11193.511	6.058	2.438	2.591	Water
HardTop20Container	5835	2590	27780	16559.122	5.886	2.342	2.375	Bicycle
Tank20Container	5836	3385	32580	26613.22	6.058	2.438	2.591	Milk
Reefer20Container	5837	2905	27420	5184.938	5.535	2.284	2.224	Ice Cream
DV20Container	5838	2370	28230	11171.843	5.9	2.35	2.395	Headphones
DV20Container	5839	2370	28230	5931.278	5.9	2.35	2.395	TV
DV20Container	5840	2370	28230	7960.62	5.9	2.35	2.395	Headphones
HardTop20Container	5841	2590	27780	13577.237	5.886	2.342	2.375	Painting
DV20Container	5842	2370	28230	12788.183	5.9	2.35	2.395	TV
Reefer20Container	5843	2905	27420	27295.463	5.535	2.284	2.224	Steak
HC40Container	5844	4010	28490	18582.065	12.032	2.35	2.7	Lamp
Tank20Container	5845	3385	32580	3385.144	6.058	2.438	2.591	Milk
Tank20Container	5846	3385	32580	19798.121	6.058	2.438	2.591	Water
DV20Container	5847	2370	28230	2795.442	5.9	2.35	2.395	Headphones
Reefer20Container	5848	2905	27420	10805.053	5.535	2.284	2.224	Steak
HC40Container	5849	4010	28490	15530.621	12.032	2.35	2.7	Bed
DV20Container	5850	2370	28230	5831.527	5.9	2.35	2.395	Headphones
HC40Container	5851	4010	28490	15375.788	12.032	2.35	2.7	Flower pot
Tank20Container	5852	3385	32580	30891.965	6.058	2.438	2.591	Oil
Tank20Container	5853	3385	32580	20412.152	6.058	2.438	2.591	Oil
HC40Container	5854	4010	28490	21472.107	12.032	2.35	2.7	Lamp
Tank20Container	5855	3385	32580	18194.351	6.058	2.438	2.591	Milk
DV20Container	5856	2370	28230	15703.762	5.9	2.35	2.395	Headphones
HC40Container	5857	4010	28490	4191.081	12.032	2.35	2.7	Bed
Tank20Container	5858	3385	32580	19366.574	6.058	2.438	2.591	Oil
HardTop20Container	5859	2590	27780	23234.167	5.886	2.342	2.375	Bicycle
HardTop20Container	5860	2590	27780	23779.473	5.886	2.342	2.375	Bicycle
Tank20Container	5861	3385	32580	4829.164	6.058	2.438	2.591	Milk
Tank20Container	5862	3385	32580	22182.471	6.058	2.438	2.591	Water
DV20Container	5863	2370	28230	7885.535	5.9	2.35	2.395	Cleaning agent
HC40Container	5864	4010	28490	17372.895	12.032	2.35	2.7	Lamp
HardTop20Container	5865	2590	27780	25682.766	5.886	2.342	2.375	Desk
HC40Container	5866	4010	28490	7347.842	12.032	2.35	2.7	Lamp
HardTop20Container	5867	2590	27780	4648.418	5.886	2.342	2.375	Bicycle
Reefer20Container	5868	2905	27420	6407.814	5.535	2.284	2.224	Steak
HardTop20Container	5869	2590	27780	21092.931	5.886	2.342	2.375	Laptop
HardTop20Container	5870	2590	27780	22305.609	5.886	2.342	2.375	Desk
Reefer20Container	5871	2905	27420	21684.286	5.535	2.284	2.224	Steak
HC40Container	5872	4010	28490	4820.384	12.032	2.35	2.7	Lamp
Tank20Container	5873	3385	32580	32124.483	6.058	2.438	2.591	Water
Reefer20Container	5874	2905	27420	5735.145	5.535	2.284	2.224	Ice Cream
